start_date,very_percentage,somewhat_percentage,not_very_percentage,not_at_all_percentage
2020-10-02,24.242424242424242,38.38383838383838,25.252525252525253,12.121212121212121
2020-10-02,25.263157894736842,37.89473684210527,21.052631578947366,15.789473684210526
2020-10-06,39.58479590813359,32.67475679470465,17.019356132785077,10.721091164376691
2020-10-06,31.521739130434785,39.130434782608695,16.304347826086957,13.043478260869565
2020-10-09,24.731182795698924,39.784946236559136,18.27956989247312,17.20430107526882
2020-10-09,23.232323232323232,41.41414141414141,20.2020202020202,15.151515151515152
2020-10-09,23,41,21,15
2020-10-08,42,32,18,8
2020-10-07,36.45833333333333,32.29166666666667,18.75,12.5
2020-10-11,20.792079207920793,41.584158415841586,23.762376237623762,13.861386138613863
2020-10-16,24,39,22,15
2020-10-16,25,39,21,15
2020-10-16,27.083333333333332,37.5,20.833333333333336,14.583333333333334
2020-10-18,24,38,21,17
2020-10-18,24,38,21,17
2020-10-20,34.71732339010379,37.60959387282071,17.867580368840066,9.80550236823541
2020-10-16,NA,NA,NA,NA
2020-10-23,36.36363636363637,41.41414141414141,15.151515151515152,7.07070707070707
2020-10-23,29.47368421052631,36.84210526315789,18.947368421052634,14.736842105263156
2020-10-25,26,37,23,14.000000000000002
2020-10-25,25,38,23,14.000000000000002
2020-10-23,34.69387755102041,33.6734693877551,20.408163265306122,11.224489795918368
2020-10-30,30.303030303030305,35.35353535353536,19.19191919191919,15.151515151515152
2020-10-30,30,36,20,14.000000000000002
2020-10-31,24,38,24,14.000000000000002
2020-11-06,26.595744680851062,37.234042553191486,18.085106382978726,18.085106382978726
2020-11-08,23,36,23,18
2020-11-13,27.472527472527474,37.362637362637365,17.582417582417584,17.582417582417584
2020-11-13,38.775510204081634,31.63265306122449,17.346938775510203,12.244897959183673
2020-11-16,NA,NA,NA,NA
2020-11-20,36,39,17,8
2020-11-21,25,38,23,14.000000000000002
2020-11-27,28.26086956521739,33.69565217391305,19.565217391304348,18.478260869565215
2020-12-01,46,31,13,10
2020-12-03,42.57425742574257,33.663366336633665,15.841584158415841,7.920792079207921
2020-11-30,30.927835051546392,39.175257731958766,15.463917525773196,14.432989690721648
2020-12-06,25,37,26,12
2020-12-11,26.595744680851062,36.17021276595745,18.085106382978726,19.148936170212767
2020-12-15,35.99229677680924,34.867220758159334,18.457328197851208,10.683154267180214
2020-12-13,26,38,23,13
2020-12-11,NA,NA,NA,NA
2020-12-20,47.95918367346938,33.6734693877551,13.26530612244898,5.1020408163265305
2020-12-19,26,35,25,14.000000000000002
2020-12-30,27.77777777777778,36.666666666666664,18.88888888888889,16.666666666666664
2021-01-10,22,40,22,16
2021-01-13,33.994246969385664,37.54879802753236,15.327717279638382,13.129237723443598
2021-01-10,32.967032967032964,34.065934065934066,15.384615384615385,17.582417582417584
2021-01-13,34,35,19,12
2021-01-15,30.76923076923077,35.16483516483517,17.582417582417584,16.483516483516482
2021-01-16,22.22222222222222,40.4040404040404,21.21212121212121,16.161616161616163
2021-01-21,61.224489795918366,19.387755102040817,12.244897959183673,7.142857142857142
2021-01-15,20.652173913043477,44.565217391304344,25,9.782608695652174
2021-01-20,NA,NA,NA,NA
2021-01-29,24.719101123595504,37.07865168539326,20.224719101123593,17.97752808988764
2021-01-31,25,37,24,14.000000000000002
2021-02-02,35.29227557411273,33.23590814196242,19.98956158663883,11.482254697286011
2021-02-05,33.68421052631579,34.73684210526316,20,11.578947368421053
2021-02-06,26,35,23,16
2021-02-12,28.08988764044944,37.07865168539326,17.97752808988764,16.853932584269664
2021-02-12,37.234042553191486,36.17021276595745,14.893617021276595,11.702127659574469
2021-02-13,23.762376237623762,36.633663366336634,23.762376237623762,15.841584158415841
2021-02-12,NA,NA,NA,NA
2021-02-19,23,35,25,17
2021-02-26,25,36.36363636363637,19.318181818181817,19.318181818181817
2021-02-25,40.816326530612244,28.57142857142857,14.285714285714285,16.3265306122449
2021-02-25,31,36,24,9
2021-02-27,23,35,26,16
2021-03-02,31.936475409836067,34.22131147540984,20.973360655737704,12.868852459016395
2021-03-05,27,45,20,8
2021-03-06,22,35,25,18
2021-03-10,28.999999999999996,39,21,11
2021-03-12,21.73913043478261,38.04347826086957,20.652173913043477,19.565217391304348
2021-03-12,NA,NA,NA,NA
2021-03-12,22,38,28.000000000000004,12
2021-03-15,NA,NA,NA,NA
2021-03-20,18.181818181818183,34.34343434343434,30.303030303030305,17.17171717171717
2021-03-26,21.73913043478261,34.78260869565217,22.82608695652174,20.652173913043477
2021-03-25,35,34,24,7.000000000000001
2021-03-25,22,28.999999999999996,28.000000000000004,21
2021-03-25,29.7029702970297,36.633663366336634,21.782178217821784,11.881188118811881
2021-03-27,20.792079207920793,32.67326732673268,26.732673267326735,19.801980198019802
2021-03-27,20,32,27,21
2021-04-03,18,32,31,19
2021-04-06,23.17427385892116,35.4356846473029,23.495850622406635,17.894190871369293
2021-04-09,21.73913043478261,32.608695652173914,23.91304347826087,21.73913043478261
2021-04-10,16.161616161616163,34.34343434343434,29.292929292929294,20.2020202020202
2021-04-17,20.2020202020202,31.313131313131315,31.313131313131315,17.17171717171717
2021-03-08,23,39,27,11
